Date,Daily Stoic,Daily Dad
2025-06-06,"June 6



“Think of those who, not by fault of inconsistency but by lack of effort, are too unstable to live as they wish, but only live as they have begun.”

—
S
ENECA,
O
N
T
RANQUILITY OF
M
IND
, 
 2.6
b

I
 n The Dip
 , Seth Godin draws an interesting analogy from the three types of people you see in line at the supermarket. One gets in a short line and sticks to it no matter how slow it is or how much faster the others seem to be going. Another changes lines repeatedly based on whatever he thinks might save a few seconds. And a third switches only once—when it’s clear her line is delayed and there is a clear alternative—and then continues with her day. He’s urging you to ask: Which type are you?

Seneca is also advising us to be this third type. Just because you’ve begun down one path doesn’t mean you’re committed to it forever
 , especially if that path turns out to be flawed or impeded. At that same time, this is not an excuse to be flighty or incessantly noncommittal. It takes courage to decide to do things differently and to make a change, as well as discipline and awareness to know that the notion of “Oh, but this looks even
 better” is a temptation that cannot be endlessly indulged either.","June 6

It Takes a Team

It’s impossible to do this all, isn’t it? We have all the tasks, responsibilities, and aspirations we’ve always had—eating and sleeping and working and paying our taxes and taking out the trash and following our dreams—but now we have little people to care for on top of all that. Little helpless people with infinite needs. How can we do it all?

Ursula Le Guin was a full-time writer. She was prolific, publishing twenty-three novels, thirteen children’s books, twelve volumes of short stories, eleven volumes of poetry, five essay collections, and four works of translation. Additionally, she worked as an editor and taught college undergraduate classes.

Oh . . . she was also the mother of three and the wife of a history professor, Charles Le Guin.

How did she do it all? How did he do it all? They didn’t.

“One person cannot do two full-time jobs,” Le Guin once explained. “Writing is a full-time job and so is children. But two people can do three full-time jobs. . . . That’s why I’m so strong on partnership. It can be a great thing.”

Parenting is so hard to do alone; so hard. For too long, too many mothers had to do it alone, were forced to sacrificed alone. But, of course, we are stronger when we, our children’s parents, parent together. We go farther, together. It’s one of the only ways to make the math work—not just for the benefit of the children, but for the parents as well."
2025-06-07,"June 7



“We like to say that we don’t get to choose our parents, that they were given by chance—yet we can truly choose whose children we’d like to be.”

—
S
ENECA,
O
N THE
B
REVITY OF
L
IFE
, 
 15.3
a

W
 e are fortunate enough that some of the greatest men and women in history have recorded their wisdom (and folly) in books and journals. Many others have had their lives chronicled by a careful biographer—from Plutarch to Boswell to Robert Caro. The literature available at your average library amounts to millions of pages and thousands of years of knowledge, insight, and experience.

Maybe your parents were poor role models, or you lacked a great mentor. Yet if we choose to, we can easily access the wisdom of those who came before us—those whom we aspire to be like.

We not only owe it to ourselves to seek out this hard-won knowledge, we owe it to the people who took the time to record their experiences to try to carry on the traditions and follow their examples—to be the promising children of these noble parents.","June 7

You Need to Take This Time

If one sets aside time for a business appointment, a trip to the hairdresser, a social engagement, or a shopping expedition, that time is accepted as inviolable. But if one says: I cannot come because that is my hour to be alone, one is considered rude, egotistical, or strange.

—Anne Morrow Lindbergh

Certainly, someone always needed him for something. His wife, one of his thirteen kids, a courtier, the pressing business of state. But for a few minutes to an hour every day—sometimes in the morning, sometimes in the evening—Marcus Aurelius was unreachable. The twentieth-century American philosopher Brand Blanshard marvels at what Marcus accomplished there in the “midnight dimness,” alone with his journal and his thoughts. It didn’t matter where he was or what was happening; Marcus stole the time to sit and think and write.

Do you do that? Do you take this time?

James Clear, author of the wonderful bestseller Atomic Habits, said that since becoming a father, he has carved out “two sacred hours” in the morning to do his writing. Sometimes he gets more, but never less. Those two hours determine whether he has a good day or a wasted day, whether he is productive and making progress . . . or slacking.

A few minutes or a few hours—in the morning, at night, or in the middle of the day—this idea of sacred time is important. You have to carve it out. You have to stick to the schedule like clockwork, protect it as you would a doctor’s appointment or a big meeting. Of course, this isn’t the only time you’ll need. It’s just the minimum. So make sure you give it to—or take it for—yourself.

You’ll marvel at what you can accomplish in those few sacred minutes that you’ve kept all to yourself."
2025-06-08,"June 8



“You must build up your life action by action, and be content if each one achieves its goal as far as possible—and no one can keep you from this. But there will be some external obstacle! Perhaps, but no obstacle to acting with justice, self-control, and wisdom. But what if some other area of my action is thwarted? Well, gladly accept the obstacle for what it is and shift your attention to what is given, and another action will immediately take its place, one that better fits the life you are building.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 8.32

E
 lite athletes in collegiate and professional sports increasingly follow a philosophy known as “The Process.” It’s a philosophy created by University of Alabama coach Nick Saban, who taught his players to ignore the big picture—important games, winning championships, the opponent’s enormous lead—and focus instead on doing the absolutely smallest things well—practicing with full effort, finishing a specific play, converting on a single possession. A season lasts months, a game lasts hours, catching up might be four touchdowns away, but a single play is only a few seconds. And games and seasons are constituted
 by seconds.

If teams follow The Process, they tend to win. They overcome obstacles and eventually make their way to the top without ever having focused on the obstacles directly. If you follow The Process in your life—assembling the right actions in the right order, one right after another—you too will do well. Not only that, you will be better equipped to make quick work of the obstacles along that path. You’ll be too busy putting one foot in front of the next to even notice the obstacles were there.","June 8

This Is When You Are Happiest

Before his tragic death, Anthony Bourdain gave an interview where he explained that he was “never happier than when I’m standing in the backyard being, like, TV dad.” His life had been so exotic and glamorous before fatherhood, filled with travel and fame and money and, of course, delicious food. It had also been filled with struggle—addiction, depression, loss. But there was something so normal, he said, about just having a normal family, standing in the backyard, wearing an apron, flipping burgers. “When I find myself doing that,” he said, “I am, like, ridiculously stupid happy.”

It would not be long before Bourdain was found very far from that idyllic backyard, on another trip to film another show. That depression, that addiction, they came with him and ultimately took him very finally away from the thing he loved the most—his family. It’s a sobering reminder to all of us. First, to enjoy the present while we have it. Second, to remember how little we actually need in order to be happy, how wonderful the ordinary moments can be. Third, to understand how quickly it can all be taken away.

If you’re struggling with addiction, if you’re in that dark hole of depression, please just know that as difficult as it is to fight, to break free and climb out, the simple joys and tenderness and compassion you will find in victory with those you love will come with equal ease and ridiculously stupid happiness."
2025-06-09,"June 9



“There is no vice which lacks a defense, none that at the outset isn’t modest and easily intervened—but after this the trouble spreads widely. If you allow it to get started you won’t be able to control when it stops. Every emotion is at first weak. Later it rouses itself and gathers strength as it moves along—it’s easier to slow it down than to supplant it.”

—
S
ENECA,
M
ORAL
L
ETTERS
, 
 106.2
b
–3
a

“R
 ivers,” Publilius Syrus reminds us with an epigram, “are easiest to cross at their source.” That’s what Seneca means too. The raging waters and deadly currents of bad habits, ill discipline, chaos, and dysfunction—somewhere they began as no more than just a slight trickle. Somewhere they are a placid lake or pond, even a bubbling underground spring.

Which would you rather do—nearly drown in a dangerous crossing in a few weeks or cross now while it’s still easy? It’s up to you.","June 9

They Need Structure (and So Do You)

If a person puts even one measure of effort into following ritual and the standards of righteousness, he will get back twice as much.

—Xunzi

If you talk to a sleep expert about sleep training your infant, they’ll tell you: kids need structure and routine. If you talk to an educational expert about helping your kid do better in school, they’ll tell you: structure and routine. If you talk to a behavioral expert about helping your kid behave, they’ll tell you: structure and routine. Hell, if you talk to a dog trainer, they’ll tell you the same thing about your pet: structure and routine (and exercise).

Pretty much whatever the problem or whatever the issue, structure and routine are the solution. Which makes sense. The world is scary. So much of it is new and overwhelming. But if you give them structure and routine, they can relax because they have less to figure out, less to worry about. Instead, they can explore. They can get comfortable and accept things. They can feel safe.

But what about you? What about Mom and Dad? Do you maintain structure and routine for yourself? You put them to bed at the same time each night, but do you wing it after that? You plan their dinners in advance . . . but what about your lunch at work? You give them quiet playtime in the afternoon and downtime on the weekends. But do you create that kind of regular time for yourself? Structure and routine are essential no matter who or how old you are. They’re important for kids and they’re important for parents.

And guess what—when you keep a routine for yourself . . . it’s easier to keep them on one."
2025-06-10,"June 10



“If you find something very difficult to achieve yourself, don’t imagine it impossible—for anything possible and proper for another person can be achieved as easily by you.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 6.19

T
 here are two kinds of people in this world. The first looks at others who have accomplished things and thinks: Why them? Why not me?
 The other looks at those same people and thinks: If they can do it, why can’t I?

One is zero-sum and jealous (if you win, I lose). The other is non-zero-sum (there’s plenty to go around) and sees the success of others as an inspiration.
 Which attitude will propel you onward and upward? Which will drive you to bitterness and despair?

Who will you be?","June 10

You Are Capable of Change

Ted Williams was a great baseball player, but for a long time, he was a really selfish and ruthless person. He had a horrible, abusive childhood and struggled to find the ability to love or care about anyone.

But Williams’s story has enough hope in it to inspire even the most hard-boiled and reluctant of fathers. Because, over time, Ted Williams started to change. As a friend would say about him:

What’s incredible as an observer was to watch him fall in love with his kids. . . . It was everything against his grain to succumb to this outside influence of children. Love had control over him. He felt vulnerable. A vulnerability he had never had in his life.

This softness started to show itself in little hints, in the oddest and yet most personal of places. It was entries in Williams’s fishing journal, where for the first time he began to write about the kids he had long ignored. It was the signed poster his daughter found under piles of memorabilia after her father’s death that just said, “To my beautiful daughter. I love you. Dad.”

You have that kind of vulnerability now. Those same powerful forces are gnawing at you too, hopefully, and making progress on that tough exoskeleton you developed to protect yourself from the world. You can let this parenthood thing change you. You can let this make you better. You can even begin—no matter how far you are down the road, as Williams was—to make up for mistakes you might have made early in your parenting days. It’s never too late."
2025-06-11,"June 11



“How much more harmful are the consequences of anger and grief than the circumstances that aroused them in us!”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 11.18.8

T
 he first rule of holes, goes the adage, is that “if you find yourself in a hole, stop digging.” This might be the most violated piece of commonsense wisdom in the world. Because what most of us do when something happens, goes wrong, or is inflicted on us is make it worse—first, by getting angry or feeling aggrieved, and next, by flailing around before we have much in the way of a plan.

Today, give yourself the most simple and doable of tasks: just don’t make stuff worse. Whatever happens, don’t add angry or negative emotions to the equation. Don’t react for the sake of reacting. Leave it as it is. Stop digging. Then plan your way out.","June 11

Make Sure You Make Time for Crazy

Douglas MacArthur was a man of routine—most military men are. So it shouldn’t surprise us that, when his son, Arthur, was born, he built a family life around routine. But unlike far too many parents who make routine a form of control, MacArthur’s morning routine began with a moment of joy. As William Manchester details in his book American Caesar, it was a kind of scheduled crazy fun:

At about 7:30 A.M. the door of the General’s bedroom would open and the boy would trudge in clutching his favorite toy. . . . MacArthur would instantly bound out of bed and snap to attention. Then the General marched around the room in quickstep while his son counted cadence: “Boom! Boom! Boomity boom!” After they had passed the bed several times, the child would cover his eyes with his hands while MacArthur produced the day’s present: a piece of candy, perhaps, or a crayon, or a coloring book. The ritual would end in the bathroom, where MacArthur would shave while Arthur watched and both sang duets.

No one is too important or too busy to have some crazy time at home. No one is above getting pummeled by their kid in bed. No father should hesitate before singing at the top of his lungs while he shaves. These moments are the best moments. If they’re rare, you’re doing it wrong.

They should be regular, they should be routine."
2025-06-12,"June 12



“In this way you must understand how laughable it is to say, ‘Tell me what to do!’ What advice could I possibly give? No, a far better request is, ‘Train my mind to adapt to any circumstance.’ . . . In this way, if circumstances take you off script . . . you won’t be desperate for a new prompting.”

—
E
PICTETUS,
D
ISCOURSES
, 
 2.2.20
 b–1; 
 24
b
–25
a

I
 t would be nice if someone could show us exactly what to do in every situation. Indeed, this is what we spend a good portion of our lives doing: preparing for this, studying for that. Saving for or anticipating some arbitrary point in the future. But plans, as the boxer Mike Tyson pointed out, last only until you’re punched in the face.

Stoics do not seek to have the answer for every question or a plan for every contingency. Yet they’re also not worried. Why? Because they have confidence that they’ll be able to adapt and change with the circumstances. Instead of looking for instruction, they cultivate skills like creativity, independence, self-confidence, ingenuity, and the ability to problem solve. In this way, they are resilient instead of rigid. We can practice the same.

Today, we will focus on the strategic rather than the tactical. We’ll remind ourselves that it’s better to be taught than simply given
 , and better to be flexible than stick to a script.","June 12

We Are All Complicated

Naturally, we want to be perfect for our kids, in no small part because for the first several years of their lives, to them we can do no wrong, and we want to prove them right. But since we know we’re not perfect, inevitably we feel guilty or inadequate when we let them down—even if they’re unaware of it at the time. This feeling of insufficiency can be so powerful that we are prone to hiding it or lying about it or, worse, acting like hypocrites.

You might think it was devastating for the comedian Pete Davidson, who lost his father on September 11, to learn that his father was far from perfect. His parents’ marriage had not been great (which is why they were separated and divorced not long before that tragic day). His father had done drugs and gotten into trouble more than once in his adult life. As Pete grew older and discovered more and more about his heroic father, who died saving people in the collapse of the Twin Towers, he wasn’t disappointed, he was heartened.

These failings and foibles humanized his father in a way that the stories his friends and family told the then seven-year-old Pete about his dad never could. “It made me realize that he had his own issues,” Pete explained to Judd Apatow in Sicker in the Head. “He had problems just like everybody else. But it also made me realize that even with all that, his morals were still intact, and none of that prevented him from being a hero.”

No one is perfect, least of all you. We are all complicated. We are all works in progress (emphasis, though, on progress). You don’t need to hide it. You don’t need to feel guilty. It won’t prevent you from being great at this most important job . . . nor from being a hero if the moment calls for it."
2025-06-13,"June 13



“Don’t you know life is like a military campaign? One must serve on watch, another in reconnaissance, another on the front line. . . . So it is for us—each person’s life is a kind of battle, and a long and varied one too. You must keep watch like a soldier and do everything commanded. . . . You have been stationed in a key post, not some lowly place, and not for a short time but for life.”

—
E
PICTETUS,
D
ISCOURSES
, 
 3.24.31–36

T
 he writer Robert Greene often uses the phrase “As in war, so in life.” It’s an aphorism worth keeping close, because our life is a battle both literally and figuratively. As a species, we fight to survive on a planet indifferent to our survival. As individuals, we fight to survive among a species whose population numbers in the billions. Even inside our own bodies, diverse bacteria battle it out. Vivere est militare.
 (To live is to fight.)

Today, you’ll be fighting for your goal, fighting against impulses, fighting to be the person you want to be. So what are the attributes necessary to win these many wars?

Discipline

Fortitude

Courage

Clearheadedness

Selflessness

Sacrifice

And which attributes lose wars?

Cowardice

Rashness

Disorganization

Overconfidence

Weakness

Selfishness

As in war, so these attributes matter in daily life.","June 13

Try Not to Give Them Anything Extra

We all have issues. We know that. Our goal as parents is to not pass them on. To stop the cycle of dysfunction. To not let the demons we wrestle with find softer targets in our children.

But even more than that, we can’t let our demons invite new ones to the party. As best we can, we must not inflict more damage or create more issues. This Philip Larkin poem expresses this tendency so perfectly:

They fuck you up, your mum and dad.

They may not mean to, but they do.

Worse, he says, is that they give us not just their own faults but some extra ones too.

The Buddhists speak of samsara, the way that suffering transfers from generation to generation. Why is that? Why is it that suffering rarely ever fully discharges from a generation, leaving the next one free to flourish unhindered? It’s because we don’t do the work. It’s because sometimes we are not even aware of our own suffering. And when we are, and we still don’t do the work, it’s often because we tell ourselves we’re helpless.

Look, we are going to screw up. It’s inevitable. We are imperfect people. It’s impossible that we’ll raise perfect kids. Still, that doesn’t mean we’re helpless against the demons knocking at our door. We can work on ourselves. We can go to therapy so maybe they won’t have to. We can try to be healthy so they’ll grow up thinking that’s normal. We can try to move on from our own anger and frustration and pain so that, at the very least, they do not inherit our burdens."
2025-06-14,"June 14



“Every event has two handles—one by which it can be carried, and one by which it can’t. If your brother does you wrong, don’t grab it by his wronging, because this is the handle incapable of lifting it. Instead, use the other—that he is your brother, that you were raised together, and then you will have hold of the handle that carries.”

—
E
PICTETUS,
E
NCHIRIDION
, 
 43

T
 he famous journalist William Seabrook suffered from such debilitating alcoholism that in 1933 he committed himself to an insane asylum, which was then the only place to get treatment for addiction. In his memoir, Asylum
 , he tells the story of the struggle to turn his life around inside the facility. At first, he stuck to his addict way of thinking—and as a result, he was an outsider, constantly getting in trouble and rebelling against the staff. He made almost no progress and was on the verge of being asked to leave.

Then one day this very quote from Epictetus—about everything having two handles—occurred to him. “I took hold now by the other handle,” he related later, “and carried on.” He actually began to have a good time there. He focused on his recovery with real enthusiasm. “I suddenly found it wonderful, strange, and beautiful, to be sober. . . . It was as if a veil, or scum, or film had been stripped from all things visual and auditory.” It’s an experience shared by many addicts when they finally stop doing things their way and actually open themselves to the perspectives and wisdom and lessons of those who have gone before them.

There is no promise that trying things this way—of grabbing the different handle—will have such momentous results for you. But why continue to lift by the handle that hasn’t worked?","June 14

Keep Your Head Up and Take Another Swing

And now that you don’t have to be perfect, you can be good.

—John Steinbeck

No person has a perfect track record. Certainly no parent does. We all mess up. We all fall short. We make mistakes. We lose our temper and our patience. We handle certain situations in ways we wish we hadn’t.

Is there anything worse than that feeling? Knowing that you screwed up? That you might have hurt them?

Shane Parrish, creator of the wildly popular Farnam Street blog, explained:

I remember calling my late mom one night, exhausted and feeling overwhelmed. I had lost my cool on the kids. She gave me a piece of advice that stuck with me, “If you don’t learn to let go of your mistakes today, they’ll compound tomorrow. Get some sleep and start again tomorrow.” I still remember that when I have bad parenting days. Tomorrow I’ve got to get up and start all over.

You can’t go back and undo what you did yesterday. You can’t erase from their memories that time you lost your cool or that time you said those regrettable things. But what you can do is make this just one memory among many greater, more positive ones. What you can do is show them that this one moment isn’t who you are. You can strive to get better.

Keep your head up. Step up. Try again tomorrow."
2025-06-15,"June 15



“To the youngster talking nonsense Zeno said, ‘The reason why we have two ears and only one mouth is so we might listen more and talk less.’”

—
D
IOGENES
L
AERTIUS,
L
IVES OF
E
MINENT
P
HILOSOPHERS
, 
 7.1.23

W
 hy do the wise have so few problems compared with the rest of us? There are a few simple reasons.

First, the wise seem to manage expectations as much as possible. They rarely expect what isn’t possible in the first place.

Second, the wise always consider both the best and worst case scenarios. They don’t just think about what they wish
 to happen, but also what very realistically can
 happen if things were to suddenly turn.

Third, the wise act with a reverse clause—meaning that they not only consider what might go wrong, but they are prepared for that to be exactly what they want
 to happen—it is an opportunity for excellence and virtue.

And if you follow it today, you too will find that nothing surprises you or happens contrary to your expectations.","June 15

This Is the Secret

When you look at successful people with kids, it can be easy to marvel at all they’ve accomplished: How do they do it? How do they get it all done?

Fortunately, there is an answer, and it’s definitely not magic: They have help. They have nannies and tutors and house managers. They have chiefs of staff. They have personal assistants. They have personal trainers. That’s how they get it all done. If you could afford it, you’d be just as efficient and seemingly carefree as them.

Now, the point of explaining this is not to make you jealous or to point out the inequities of our society. In fact, it’s the opposite: it’s to nudge you into following in their footsteps. Of course, hiring a full-time staff is beyond most of our capabilities, but surely there are things you are doing that you don’t have to do, that you could afford to pay someone to do for you. And yet you continue to do them . . . Why? Because your dad changed the oil in his car? Because your mom always served home-cooked meals? Because you feel guilty outsourcing this or that?

C’mon. Forget the gender roles. Forget “the way things used to be.” The way things used to be almost invariably involved parents spending way less time with their kids than we do now.

Take a minute today and calculate what an hour of your time is worth. Think about how much more present you could be for your kids if there were less on your plate. You don’t have to outsource everything, hire help for everything, but you don’t have to do everything yourself either.

Get help."
2025-06-16,"June 16



“Don’t be ashamed of needing help. You have a duty to fulfill just like a soldier on the wall of battle. So what if you are injured and can’t climb up without another soldier’s help?”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 7.7

N
 o one ever said you were born with all the tools you’d need to solve every problem you’d face in life. In fact, as a newborn you were practically helpless. Someone helped you then, and you came to understand that you could ask for that help. It was how you knew you were loved.

Well, you are still loved. You can ask anyone for help. You don’t have to face everything on your own.

If you need help, comrade, just ask.","June 16

Do as You Say

It was on an ordinary day that Jimmy Carter’s father pulled his son aside for a conversation. “Jimmy,” he said (and he never called his son Jimmy), “I need to talk to you about something important.” “Yes, sir, Daddy,” Jimmy replied. “There is something I want you to promise me,” his father continued. “I don’t want you to smoke a cigarette until you are twenty-one years old.”

This was the late 1930s, when something like 40 percent of the population smoked and cigarettes could still be marketed to children with advertisements that made claims like “More doctors smoke Camels than any other cigarette!” Carter’s dad himself was hopelessly hooked too. “I won’t,” Jimmy promised. And then his father sweetened the deal: “When the time comes, I’ll give you a gold watch.”

When he was twenty-one years old, then in the Naval Academy, young Jimmy Carter finally tried smoking. By then, it was too late. He’d missed his window and he hated it. He never smoked another. Tragically, Carter’s mother and three of his siblings followed in his father’s footsteps. Each one of them died of pancreatic cancer. Carter, as of this writing, is still alive at age ninety-eight.

When it comes to the important things with lifelong implications, you have to make them promise, as Carter’s father did. But you also have to learn from his failure and lead by example. The costs of not doing it could be everything."
2025-06-17,"June 17



“Fortune doesn’t have the long reach we suppose, she can only lay siege to those who hold her tight. So, let’s step back from her as much as possible.”

—
S
ENECA,
M
ORAL
L
ETTERS
, 
 82.5
b
–6

M
 achiavelli, who supposedly admired Seneca, says in The Prince
 that “fortune is a woman, and it is necessary, in order to keep her down, to beat her and struggle with her.” Even for the sixteenth century, it’s pretty horrifying imagery. But for a ruthless and endlessly ambitious ruler, it was par for the course. Is that the nasty lifestyle you’re after?

Now compare that view with Seneca’s. Not only is he saying that the more you struggle with fortune, the more vulnerable you are to it, but he’s also saying that the better path to security is in the “impregnable wall” of philosophy. “Philosophy,” he says, helps us tame the “mad frenzy of our greed and tamps down the fury of our fears.”

In sports or war, the metaphor here would be the choice between a strategy of endless, exhausting offense and a strategy of resilient, flexible defense. Which will you play? What kind of person are you?

Only you can answer that question. But you would be remiss not to consider the ultimate end of most of the princes in Machiavelli’s book—and how few of them died happily in bed, surrounded by their loved ones.","June 17

Find Your People

Keep company only with people who uplift you, whose presence calls forth your best.

—Epictetus

Michael Chabon was worried about his son, as all fathers worry. His son seemed lonely, seemed uninterested in the things his peers liked. Then one day, they found themselves at some type of fashion industry event as part of Chabon’s work. And his son was fascinated.

These creative and artistic people were so unlike the parents of his friends or the kids at his school. He came alive with a kind of infectious excitement that was reciprocated kindly by the other attendees. After the event, Chabon looked at his son, who seemed suddenly possessed of a confidence and purpose he didn’t have before. “You were with your people,” Chabon said to him. “You found them.” His son nodded. With both pride and understanding, all Chabon could say was, “That’s good. You’re early.”

We need to help our kids find “their people,” but nothing would benefit us more than doing the same. The ancient proverb is: “If you dwell with a lame man, you will learn how to limp.” We become like the people we spend the most time with. The random people you went to school with or met through work or your kid’s friend’s parents? Don’t settle!

Find your people. Lean on their support. Let them make you a better parent."
2025-06-18,"June 18



“Let Fate find us prepared and active. Here is the great soul—the one who surrenders to Fate. The opposite is the weak and degenerate one, who struggles with and has a poor regard for the order of the world, and seeks to correct the faults of the gods rather than their own.”

—
S
ENECA,
M
ORAL
L
ETTERS
, 
 107.12

W
 hatever happens today, let it find us prepared and active: ready for problems, ready for difficulties, ready for people to behave in disappointing or confusing ways, ready to accept and make it work for us. Let’s not wish we could turn back time or remake the universe according to our preference. Not when it would be far better and far easier to remake ourselves.","June 18

All That Matters Is This

Flea, one of the greatest musicians of all time, was a longtime dabbler in drugs and alcohol. Unlike his Red Hot Chili Peppers bandmates, Flea never got fully strung out. Drugs never blew up his life or turned him into a zombie. He knew it wasn’t healthy, but he told himself he was managing the habit successfully—never taking drugs around his kids or blowing opportunities because of them. So why did he suddenly get sober?

He explained it in an interview with the comedian and podcaster Marc Maron:

I remember having a talk with someone once . . . about being a dad, and my daughter was about four years old or something. And I would get high when I was away from her or whatever, and say, “Oh, I don’t do it when I’m around her.” And they said, like, “All that matters as a parent is to be present for your kid and be communicative. And you have to be communicating with them when you’re not around them.” You have to be—it’s like being in a state where you’re always there for them. Like your spirit is always available whenever they need you. And that really resonated with me. And I love my kids so much and I was just like, “That’s it, I gotta be there.”

Presence, being there, is the key to parenting. And what are drugs and addiction and unaddressed issues in our lives but means of not being there. Which is why we have to sober up and deal with our demons, because even if they don’t feel like they are actively manifesting themselves at home, they are. They are taking us away from our kids. They are putting us in a position to not be there for them when they need us (and they will need us).

That kind of self-inflicted disconnection is unacceptable."
2025-06-19,"June 19



“Don’t let your reflection on the whole sweep of life crush you. Don’t fill your mind with all the bad things that might still happen. Stay focused on the present situation and ask yourself why it’s so unbearable and can’t be survived.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 8.36

W
 hen you look back at some of the most impressive, even scary, things that you’ve done or endured, how were they possible? How were you able to see past the danger or the poor odds? As Marcus described, you were too busy with the details to let the whole sweep of the situation crush you. In fact, you probably didn’t even think about it at the time.

A character in Chuck Palahniuk’s novel Lullaby
 says, “The trick to forgetting the big picture is to look at everything close up.” Sometimes grasping the big picture is important, and the Stoics have helped us with that before. A lot of times, though, it’s counterproductive and overwhelming to be thinking of everything that lies ahead. So by focusing exclusively on the present, we’re able to avoid or remove those intimidating or negative thoughts from our frame of view.

A man walking a tightrope tries not to think about how high up he is. An undefeated team tries not to think about their perfect winning streak. Like us, they’re better off putting one foot in front of the other and considering everything else to be extraneous.","June 19

You Must Find the Stillness

All profound things, and emotions of things are preceded and attended by Silence. . . . Silence is the general consecration of the universe.

—Herman Melville

This change we’ve made, this decision to become a parent—it has uprooted everything. It’s like we were hit, suddenly, by a cross-fire hurricane. The house is a mess. The schedule is grueling. There is never enough sleep, never enough time in the day.

Even the cool, quiet dark is pierced by the shriek of a man who has stepped on a pile of LEGOs . . . and the shriek is coming from your mouth. Yet to be good at our jobs, to be good at this parenting thing, we must endeavor to find stillness. Because we need time to reflect, to focus, to find the calm that will restore and reboot us.

Where will we find it? It won’t be in those measly two weeks of vacation or by cutting and running and fleeing. No, we must find the stillness within the chaos. It might not feel like these moments of quiet can exist with all the crying babies or arguing teenagers, but they can.

If we just look within. We can find stillness, if we take advantage of the early morning before the house is awake or those precious minutes after the kids are in bed. But we really have to drink those moments in to get the most from them. We can’t defer these chances in favor of our phones or Netflix. We must take time with a journal. We must enjoy that cute but preposterously slow walk from school to the car or from the car back into the house. Soak up the quiet. Store these moments in your soul so you can have them always.

Find the stillness. So much depends on it."
2025-06-20,"June 20



“If then it’s not that the things you pursue or avoid are coming at you, but rather that you in a sense are seeking them out, at least try to keep your judgment of them steady, and they too will remain calm and you won’t be seen chasing after or fleeing from them.”

—
M
ARCUS
A
URELIUS,
M
EDITATIONS
, 
 11.11

T
 here is a maxim that Navy SEALs pass from officer to officer, man to man. In the midst of chaos, even in the fog of war, their battle-tested advice is this: “Calm is contagious.”

Especially when that calm is coming from the man or woman in charge. If the men begin to lose their wits, if the group is unsure of what to do next, it’s the leader’s job to do one thing: instill calm—not by force but by example.

That’s who you want to be, whatever your line of work: the casual, relaxed person in every situation who tells everyone else to take a breath and not to worry. Because you’ve got this. Don’t be the agitator, the paranoid, the worrier, or the irrational. Be the calm, not the liability.

It will catch on.","June 20

Access the Child in You

The darkness of World War II raged around him. He was an old man with a million important concerns. He had power and success. He had seen it all. But in 1944, when Winston Churchill came across a young soldier at 10 Downing Street assembling a toy train for Churchill’s grandson, he was transfixed.

As Erik Larson describes it in his fascinating book The Splendid and the Vile, the soldier stopped to salute the prime minister. Churchill waved it away and simply stood watching. After the soldier had finished, Churchill asked him to see if it worked, and together they watched the train go around the track. “I see you have two engines,” he said. “Put the other one on the track as well.” The soldier did as he was instructed, and then Churchill—leader of the British empire, the man who had stared down Hitler and pulled his country back from the brink—got down on his hands and knees with a grin and said, “Now, let’s have a crash!”

One of the wonderful things about having kids (and grandkids) is that they allow us to access that childlike part of ourselves that never fully goes away. They give us an excuse to get down on the floor and crash two trains together. To build something cool with LEGOs. To dress up for Halloween. To be silly at a tea party. To listen to the music of our youth, to watch the movies we loved.

It’s more than a fun excuse—it’s an important part of life. Don’t forget to access that joy and fun . . . and maybe, you know, invite your kids to join you in it."
